Course Subject,Course Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Semester
ACCY,405,Assurance and Attestation,0,2,8,22,4,1,1,1,0,0,0,0,0,F-16
ACCY,405,Assurance and Attestation,1,5,10,12,6,2,0,1,1,0,0,0,0,F-16
ACCY,405,Assurance and Attestation,1,4,7,19,1,3,2,0,0,0,0,0,0,F-16
ACCY,410,Advanced Financial Reporting,7,1,5,6,2,6,1,3,0,1,0,0,0,F-15
ACCY,410,Advanced Financial Reporting,3,3,2,3,4,7,2,1,0,0,0,0,0,F-15
ACCY,410,Advanced Financial Reporting,1,9,10,5,4,5,3,0,0,0,0,0,0,F-15
ACCY,410,Advanced Financial Reporting,0,10,7,4,7,4,1,1,0,0,1,0,0,F-15
ACCY,410,Advanced Financial Reporting,1,9,4,4,4,5,0,1,0,0,1,0,0,F-15
ACCY,410,Advanced Financial Reporting,2,8,6,3,3,4,5,0,0,0,1,0,0,S-16
ACCY,410,Advanced Financial Reporting,2,13,7,2,3,2,0,0,0,0,3,0,0,S-16
ACCY,410,Advanced Financial Reporting,2,4,8,3,5,4,2,0,0,0,1,0,0,S-16
ACCY,410,Advanced Financial Reporting,3,4,3,2,2,5,2,0,0,0,0,0,1,S-16
ACCY,410,Advanced Financial Reporting,8,6,3,6,4,3,0,0,0,0,0,0,0,S-16
ACCY,410,Advanced Financial Reporting,3,6,3,5,7,8,1,1,0,0,0,0,0,S-16
ACCY,410,Advanced Financial Reporting,1,8,5,2,6,4,0,1,0,0,2,0,0,S-15
ACCY,410,Advanced Financial Reporting,2,11,6,4,3,6,0,1,0,0,0,0,0,S-15
ACCY,410,Advanced Financial Reporting,2,10,6,3,7,2,1,0,1,0,0,0,0,S-15
ACCY,410,Advanced Financial Reporting,1,5,3,3,6,4,1,3,0,0,0,0,0,S-15
ACCY,410,Advanced Financial Reporting,3,7,4,2,3,7,5,0,0,0,0,0,0,S-15
ACCY,410,Advanced Financial Reporting,7,6,1,6,6,2,3,0,0,0,0,0,0,S-15
ACCY,410,Advanced Financial Reporting,2,4,5,8,7,2,1,1,1,1,0,0,0,F-16
ACCY,410,Advanced Financial Reporting,2,7,7,7,7,2,2,1,0,0,0,0,0,F-16
ACCY,410,Advanced Financial Reporting,1,16,5,4,9,0,0,0,0,0,0,0,0,F-16
ACCY,410,Advanced Financial Reporting,2,13,6,2,7,5,3,0,0,0,0,0,0,F-16
ACCY,410,Advanced Financial Reporting,1,8,5,7,6,3,3,2,0,0,0,0,2,F-16
ACCY,415,Auditing Stds and Practice,0,6,4,6,4,6,3,1,0,0,0,0,0,F-15
ACCY,415,Auditing Stds and Practice,0,4,8,5,2,2,1,1,0,0,0,0,0,F-15
ACCY,415,Auditing Stds and Practice,0,4,6,11,2,8,1,2,0,0,0,0,0,F-15
ACCY,415,Auditing Stds and Practice,1,14,5,1,9,0,0,1,3,0,1,0,0,S-16
ACCY,415,Auditing Stds and Practice,1,12,4,4,5,3,0,1,1,0,1,0,0,S-16
ACCY,415,Auditing Stds and Practice,1,7,6,1,8,6,0,0,0,0,2,0,0,S-16
ACCY,415,Auditing Stds and Practice,0,15,8,9,7,0,0,1,0,0,0,0,0,F-16
ACCY,415,Auditing Stds and Practice,0,2,7,10,9,5,0,3,2,0,0,0,1,F-16
ACCY,415,Auditing Stds and Practice,0,11,2,11,8,4,0,1,0,0,0,0,0,F-16
ACCY,451,Advanced Income Tax Problems,0,4,7,4,7,1,0,0,0,0,0,0,0,F-15
ACCY,451,Advanced Income Tax Problems,1,14,0,2,12,0,2,4,0,0,0,0,0,S-16
ACCY,451,Advanced Income Tax Problems,2,8,4,11,4,1,1,0,0,0,1,0,0,S-16
ACCY,451,Advanced Income Tax Problems,2,5,3,10,4,6,5,1,0,0,0,0,0,S-16
ACCY,451,Advanced Income Tax Problems,0,9,5,7,12,4,0,0,0,0,0,0,0,F-16
ACCY,451,Advanced Income Tax Problems,2,9,4,5,12,4,0,1,0,0,0,0,0,F-16
ACCY,451,Advanced Income Tax Problems,0,5,2,3,9,5,4,1,0,0,0,0,0,F-16
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",0,5,12,22,17,3,2,1,0,0,0,0,0,F-15
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",4,31,30,2,0,0,0,0,0,0,0,0,0,F-15
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",0,10,11,5,4,3,2,1,0,0,0,0,0,F-15
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",2,23,1,4,3,0,0,0,0,0,0,0,1,S-15
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",5,14,4,7,15,7,2,5,0,0,1,0,0,F-16
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",23,83,36,15,41,4,4,0,0,0,0,0,0,F-16
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",8,11,6,2,11,1,0,0,0,0,1,0,0,F-16
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",0,18,11,3,4,2,2,0,1,0,0,0,0,F-16
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",2,10,1,1,4,0,1,0,0,0,0,0,6,F-16
ACCY,502,Accounting Analysis II,4,16,6,3,4,0,0,0,0,0,0,0,0,F-15
ACCY,502,Accounting Analysis II,5,14,5,4,4,0,0,0,0,0,0,0,0,F-15
ACCY,502,Accounting Analysis II,2,11,4,11,6,1,2,0,0,0,1,0,0,F-15
ACCY,502,Accounting Analysis II,6,10,8,10,1,3,0,0,0,0,1,0,0,F-16
ACCY,502,Accounting Analysis II,4,11,10,5,3,1,1,2,0,0,0,0,0,F-16
ACCY,502,Accounting Analysis II,3,9,10,11,0,2,4,1,0,1,0,0,0,F-16
ACCY,503,Managerial Accounting,3,8,9,2,7,4,0,0,0,0,0,0,0,F-15
ACCY,503,Managerial Accounting,1,11,11,7,1,3,0,0,0,0,0,0,0,F-15
ACCY,503,Managerial Accounting,3,21,12,1,0,0,0,0,0,0,0,0,0,F-16
ACCY,503,Managerial Accounting,3,18,16,1,0,0,0,0,0,0,0,0,0,F-16
ACCY,503,Managerial Accounting,17,41,55,81,14,3,0,0,1,0,0,0,0,F-16
ACCY,503,Managerial Accounting,2,5,8,7,3,0,0,0,0,0,0,0,0,F-16
ACCY,504,Auditing,0,9,17,6,2,3,0,0,0,0,0,0,0,F-15
ACCY,504,Auditing,0,9,12,9,8,1,0,1,0,0,0,0,0,F-15
ACCY,504,Auditing,0,3,8,8,9,3,1,1,0,0,0,0,0,F-15
ACCY,504,Auditing,1,15,13,0,10,0,0,0,0,0,0,0,0,S-15
ACCY,504,Auditing,0,13,6,0,21,0,0,0,0,0,0,0,0,S-15
ACCY,504,Auditing,0,11,4,0,20,2,0,0,0,0,0,0,0,S-15
ACCY,504,Auditing,0,5,15,5,7,3,3,0,1,0,0,0,0,F-16
ACCY,504,Auditing,0,11,11,11,5,6,0,0,0,0,0,0,0,F-16
ACCY,504,Auditing,0,14,13,8,6,1,2,0,0,0,0,0,0,F-16
ACCY,505,Federal Taxation,1,12,13,11,3,0,0,0,0,0,0,0,0,F-15
ACCY,505,Federal Taxation,3,13,13,9,2,0,0,0,0,0,0,0,0,F-15
ACCY,505,Federal Taxation,2,6,11,9,6,2,0,0,0,0,1,0,0,F-15
ACCY,505,Federal Taxation,1,6,10,6,5,2,0,0,0,0,0,0,0,F-15
ACCY,505,Federal Taxation,5,19,5,1,4,5,0,1,0,0,0,0,0,F-16
ACCY,505,Federal Taxation,6,13,6,7,6,3,0,0,1,0,0,0,0,F-16
ACCY,505,Federal Taxation,5,10,7,9,4,4,0,0,0,0,0,0,0,F-16
ACCY,505,Federal Taxation,6,6,3,4,5,5,0,1,0,0,0,0,0,F-16
ACCY,510,Financial Reporting Standards,2,16,9,4,5,3,0,0,0,0,0,0,0,F-15
ACCY,510,Financial Reporting Standards,1,10,18,5,3,0,1,0,0,0,0,0,0,F-15
ACCY,510,Financial Reporting Standards,0,6,22,8,5,0,0,0,0,0,0,0,0,F-15
ACCY,510,Financial Reporting Standards,6,17,7,3,4,1,0,0,0,0,0,0,0,F-15
ACCY,510,Financial Reporting Standards,1,20,0,13,3,1,3,1,0,0,0,0,0,S-16
ACCY,510,Financial Reporting Standards,3,28,0,5,6,0,0,0,0,0,0,0,0,S-16
ACCY,510,Financial Reporting Standards,5,7,8,15,6,1,0,1,0,0,0,0,0,S-16
ACCY,510,Financial Reporting Standards,3,5,10,17,7,0,0,0,0,0,0,0,0,S-16
ACCY,510,Financial Reporting Standards,0,25,0,7,2,2,1,1,1,0,0,0,0,F-16
ACCY,510,Financial Reporting Standards,4,11,6,6,9,4,0,0,0,0,0,0,0,F-16
ACCY,510,Financial Reporting Standards,2,8,10,7,9,5,0,0,0,0,0,0,0,F-16
ACCY,510,Financial Reporting Standards,0,24,0,6,8,1,0,1,0,0,0,0,0,F-16
ACCY,511,Risk Measurement/Reporting I,0,5,11,12,4,2,0,0,0,0,0,0,0,F-15
ACCY,511,Risk Measurement/Reporting I,0,3,9,8,4,0,0,0,0,0,0,0,0,F-15
ACCY,511,Risk Measurement/Reporting I,2,5,12,9,9,5,3,0,0,0,0,0,0,S-15
ACCY,511,Risk Measurement/Reporting I,2,11,9,7,9,5,1,0,0,0,0,0,0,S-15
ACCY,511,Risk Measurement/Reporting I,2,9,9,12,8,3,1,0,0,0,0,0,0,S-15
ACCY,511,Risk Measurement/Reporting I,2,12,17,11,2,0,0,0,0,0,0,0,0,S-15
ACCY,511,Risk Measurement/Reporting I,2,6,16,15,5,0,0,0,0,0,0,0,0,S-15
ACCY,511,Risk Measurement/Reporting I,2,8,19,15,1,0,0,0,0,0,0,0,0,S-15
ACCY,511,External Risk Measurement/Rept,0,10,6,5,4,1,0,0,0,0,0,0,0,F-16
ACCY,511,External Risk Measurement/Rept,0,18,8,4,1,0,0,0,0,0,0,0,0,F-16
ACCY,512,Risk Measurement/Reporting II,4,13,10,11,3,3,0,0,0,0,0,0,0,F-15
ACCY,512,Risk Measurement/Reporting II,3,18,6,5,6,5,0,1,0,0,0,0,0,F-15
ACCY,512,Risk Measurement/Reporting II,8,10,5,8,4,6,0,0,0,0,0,0,0,F-15
ACCY,512,Risk Measurement/Reporting II,0,11,12,10,6,3,0,1,0,0,0,0,0,F-15
ACCY,512,Risk Measurement/Reporting II,9,19,3,7,6,0,0,0,0,0,0,0,0,F-15
ACCY,512,Risk Measurement/Reporting II,0,15,11,12,5,2,0,0,0,0,0,0,0,F-15
ACCY,512,Risk Measurement/Reporting II,2,9,17,5,0,4,0,0,0,0,0,0,0,S-16
ACCY,512,Risk Measurement/Reporting II,2,13,11,3,2,2,1,0,0,0,0,1,0,S-16
ACCY,512,Internal Risk Measurement/Rept,3,16,8,4,9,0,0,0,0,0,0,0,0,F-16
ACCY,512,Internal Risk Measurement/Rept,3,13,10,7,5,1,0,0,0,0,0,0,0,F-16
ACCY,515,Auditing & Assurance Standards,0,18,5,6,4,1,0,0,0,0,0,0,0,F-15
ACCY,515,Auditing & Assurance Standards,0,7,9,12,7,4,0,0,0,0,0,0,0,F-15
ACCY,515,Auditing & Assurance Standards,0,6,9,13,6,2,0,0,1,0,0,0,0,F-15
ACCY,515,Auditing & Assurance Standards,0,0,2,6,9,3,1,0,0,0,0,0,0,F-15
ACCY,515,Auditing & Assurance Standards,0,13,7,3,2,2,0,0,0,0,0,0,0,S-16
ACCY,515,Auditing & Assurance Standards,0,9,3,5,5,1,0,0,0,0,0,0,0,S-16
ACCY,515,Auditing & Assurance Standards,0,11,3,6,6,0,0,0,0,0,0,0,0,S-15
ACCY,515,Auditing & Assurance Standards,0,7,9,11,0,3,0,0,0,0,0,0,0,F-16
ACCY,515,Auditing & Assurance Standards,0,11,6,5,5,2,0,1,1,0,0,0,0,F-16
ACCY,515,Auditing & Assurance Standards,0,8,7,10,5,1,0,0,0,0,0,0,0,F-16
ACCY,517,Financial Statement Analysis,0,9,12,7,6,2,1,1,0,0,0,0,0,F-15
ACCY,517,Financial Statement Analysis,0,10,5,8,6,9,0,1,0,0,0,0,0,F-15
ACCY,517,Financial Statement Analysis,0,11,5,11,4,4,2,1,0,0,0,0,0,F-15
ACCY,517,Financial Statement Analysis,0,10,2,11,4,7,0,0,0,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,3,16,4,4,7,1,0,0,0,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,4,16,2,4,10,2,0,0,0,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,5,14,5,3,8,0,0,0,0,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,0,13,4,7,5,3,0,0,0,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,1,23,13,0,1,0,0,0,0,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,5,21,6,1,1,1,0,0,0,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,0,16,3,7,3,4,0,1,1,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,4,18,4,3,4,0,1,0,0,0,0,0,0,S-16
ACCY,517,Financial Statement Analysis,0,11,9,4,4,1,0,1,0,0,0,0,0,S-15
ACCY,517,Financial Statement Analysis,0,7,9,3,10,1,0,0,0,0,0,0,0,S-15
ACCY,517,Financial Statement Analysis,0,10,4,2,6,2,0,0,0,0,0,0,0,S-15
ACCY,517,Financial Statement Analysis,0,6,9,4,7,2,0,1,0,0,0,0,0,F-16
ACCY,517,Financial Statement Analysis,0,11,4,5,10,0,0,0,0,0,0,0,0,F-16
ACCY,517,Financial Statement Analysis,0,8,3,6,10,2,0,0,0,0,0,0,0,F-16
ACCY,518,Financial Statement Fraud,27,12,0,0,1,0,0,0,0,0,0,0,0,F-16
ACCY,551,Corporate Income Taxation,0,7,3,8,1,2,0,0,0,0,0,0,0,F-15
ACCY,551,Corporate Income Taxation,0,2,1,7,14,1,0,0,0,0,0,0,0,F-16
ACCY,551,Corporate Income Taxation,0,5,2,9,10,0,0,0,0,0,0,0,0,F-16
ACCY,552,Partnership Income Taxation,5,4,4,4,5,2,0,0,0,0,0,0,0,F-15
ACCY,552,Partnership Income Taxation,0,6,5,6,4,0,0,0,0,0,0,0,0,S-16
ACCY,552,Partnership Income Taxation,0,5,3,4,14,0,0,0,0,0,0,0,0,S-15
ACCY,552,Partnership Income Taxation,0,7,7,6,9,0,0,0,0,0,0,0,0,S-15
ACCY,552,Partnership Income Taxation,2,6,4,3,6,0,0,0,0,0,1,0,0,F-16
ACCY,554,International Taxation,3,5,4,5,7,0,0,0,0,0,0,0,0,F-15
ACCY,554,International Taxation,2,5,4,2,7,2,0,0,0,0,0,0,0,F-16
ACCY,555,Inc Tx Acctg & Multistate Tx,0,5,7,10,1,0,0,0,0,0,0,0,0,S-16
ACCY,555,Inc Tx Acctg & Multistate Tx,0,11,7,7,3,0,0,0,0,0,0,0,0,S-15
ACCY,556,Tax Research,0,4,6,9,2,0,0,0,0,0,0,0,0,F-15
ACCY,556,Tax Research,0,10,18,7,1,0,0,0,0,0,0,0,0,F-16
ACCY,556,Tax Research,1,12,13,4,1,0,0,0,0,0,0,0,0,F-16
ACCY,557,Consolidated Tax Returns,6,5,7,4,1,0,0,0,0,0,0,0,0,S-16
ACCY,557,Reorganizations,1,14,1,2,2,3,0,0,0,0,0,0,0,S-16
ACCY,557,Consolidated Tax Returns,0,9,11,5,1,2,0,0,0,0,0,0,0,S-15
ACCY,557,Reorganizations,4,10,4,2,4,4,0,0,0,0,0,0,0,S-15
ACCY,558,Taxation of Closely-Held Bus.,3,14,4,2,1,0,0,0,0,0,0,0,0,F-15
ACCY,558,Taxation of Closely-Held Bus.,3,13,4,1,1,0,0,0,0,0,0,0,0,F-16
ACCY,561,Taxes and Business Strategy,1,6,9,2,5,0,0,0,0,0,0,0,0,S-16
ACCY,561,Taxes and Business Strategy,2,11,2,2,9,2,0,0,0,0,0,0,0,S-15
ACCY,570,Data Anlaytics Foundations,5,16,7,3,8,1,0,0,0,0,0,0,0,F-16
ACCY,571,Stat Analyses for Accountancy,1,19,8,6,5,0,1,0,0,0,0,0,0,F-16
ACCY,593,Advanced Topics in Accounting,0,9,0,0,27,2,0,0,0,0,0,0,0,S-16
ACCY,593,Advanced Topics in Accounting,3,14,0,0,13,1,0,0,0,0,0,0,0,S-16
ACCY,593,Advanced Topics in Accounting,5,12,0,0,14,1,0,0,0,0,0,0,0,S-16
ACE,100,Agr Cons and Resource Econ,0,2,0,3,6,3,5,4,0,1,0,2,0,F-15
ACE,100,Agr Cons and Resource Econ,0,4,2,2,8,2,3,3,1,1,0,1,1,F-15
ACE,100,Agr Cons and Resource Econ,0,0,2,1,5,0,5,3,0,2,3,1,4,F-15
ACE,100,Agr Cons and Resource Econ,3,3,2,1,1,2,1,2,2,2,2,1,1,F-15
ACE,100,Agr Cons and Resource Econ,1,1,5,1,6,5,1,2,2,1,1,2,1,F-15
ACE,100,Agr Cons and Resource Econ,0,1,8,3,5,2,2,1,2,1,1,1,0,F-15
ACE,100,Agr Cons and Resource Econ,0,1,1,2,5,3,2,3,1,0,1,2,0,F-15
ACE,100,Agr Cons and Resource Econ,0,4,5,0,3,2,1,2,0,2,1,0,1,S-16
ACE,100,Agr Cons and Resource Econ,1,4,4,2,1,4,0,1,0,1,1,1,1,S-15
ACE,100,Agr Cons and Resource Econ,0,2,0,4,6,2,1,2,1,1,2,2,2,S-15
ACE,100,Agr Cons and Resource Econ,3,3,1,3,3,3,2,1,2,0,1,1,0,S-15
ACE,100,Agr Cons and Resource Econ,0,0,4,4,2,1,2,0,3,2,4,0,2,F-16
ACE,161,Microcomputer Applications,0,19,0,0,2,0,0,1,0,0,0,0,1,F-15
ACE,161,Microcomputer Applications,0,14,0,0,7,0,0,1,0,0,1,0,0,F-15
ACE,161,Microcomputer Applications,0,13,0,0,8,0,0,0,0,0,1,0,0,F-15
ACE,161,Microcomputer Applications,0,19,0,0,4,0,0,1,0,0,0,0,1,F-15
ACE,161,Microcomputer Applications,0,21,0,0,3,0,0,0,0,0,0,0,0,F-15
ACE,161,Microcomputer Applications,0,18,0,0,2,0,0,2,0,0,0,0,2,F-15
ACE,161,Microcomputer Applications,0,17,0,0,5,0,0,1,0,0,0,0,0,F-15
ACE,161,Microcomputer Applications,0,35,0,0,8,0,0,2,0,0,0,0,0,F-15
ACE,161,Microcomputer Applications,0,10,0,0,10,0,0,3,0,0,0,0,1,F-15
ACE,161,Microcomputer Applications,0,33,0,0,9,0,0,4,0,0,2,0,0,F-15
ACE,161,Microcomputer Applications,0,10,0,0,6,0,0,5,0,0,2,0,0,F-15
ACE,161,Microcomputer Applications,0,14,0,0,10,0,0,1,0,0,0,0,0,F-15
ACE,161,Microcomputer Applications,0,17,0,0,6,0,0,1,0,0,0,0,0,S-16
ACE,161,Microcomputer Applications,0,18,0,0,6,0,0,0,0,0,1,0,0,S-16
ACE,161,Microcomputer Applications,0,15,0,0,7,0,0,0,0,0,2,0,0,S-16
ACE,161,Microcomputer Applications,0,16,0,0,6,0,0,2,0,0,1,0,0,S-16
ACE,161,Microcomputer Applications,0,21,0,0,4,0,0,0,0,0,0,0,0,S-16
ACE,161,Microcomputer Applications,0,19,0,0,4,0,0,1,0,0,0,0,0,S-16
ACE,161,Microcomputer Applications,0,17,0,0,8,0,0,0,0,0,0,0,0,S-16
ACE,161,Microcomputer Applications,0,16,0,0,7,0,0,0,0,0,1,0,0,S-16
ACE,161,Microcomputer Applications,0,20,0,0,4,0,0,0,0,0,0,0,0,S-16
ACE,161,Microcomputer Applications,0,17,0,0,3,0,0,1,0,0,0,0,1,S-16
ACE,161,Microcomputer Applications,0,11,0,0,10,0,0,2,0,0,1,0,0,S-16
ACE,161,Microcomputer Applications,0,10,0,0,14,0,0,0,0,0,0,0,0,S-16
ACE,161,Microcomputer Applications,0,20,0,0,3,0,0,1,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,19,0,0,4,0,0,0,0,0,2,0,0,S-15
ACE,161,Microcomputer Applications,0,15,0,0,5,0,0,1,0,0,1,0,1,S-15
ACE,161,Microcomputer Applications,0,22,0,0,3,0,0,0,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,17,0,0,4,0,0,3,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,17,0,0,6,0,0,1,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,22,0,0,1,0,0,1,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,21,0,0,2,0,0,1,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,20,0,0,4,0,0,1,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,18,0,0,6,0,0,1,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,13,0,0,6,0,0,5,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,15,0,0,9,0,0,1,0,0,0,0,0,S-15
ACE,161,Microcomputer Applications,0,11,0,0,6,0,0,3,0,0,0,0,2,F-16
ACE,161,Microcomputer Applications,0,19,0,0,4,0,0,1,0,0,0,0,0,F-16
ACE,161,Microcomputer Applications,0,15,0,0,4,0,0,3,0,0,1,0,0,F-16
ACE,161,Microcomputer Applications,0,16,0,0,4,0,0,2,0,0,1,0,0,F-16
ACE,161,Microcomputer Applications,0,22,0,0,3,0,0,0,0,0,0,0,0,F-16
ACE,161,Microcomputer Applications,0,19,0,0,5,0,0,1,0,0,0,0,0,F-16
ACE,161,Microcomputer Applications,0,21,0,0,3,0,0,1,0,0,0,0,0,F-16
ACE,161,Microcomputer Applications,0,33,0,0,12,0,0,2,0,0,0,0,0,F-16
ACE,161,Microcomputer Applications,0,18,0,0,3,0,0,2,0,0,1,0,0,F-16
ACE,161,Microcomputer Applications,0,32,0,0,10,0,0,2,0,0,3,0,0,F-16
ACE,161,Microcomputer Applications,0,12,0,0,8,0,0,1,0,0,1,0,1,F-16
ACE,161,Microcomputer Applications,0,13,0,0,7,0,0,2,0,0,1,0,0,F-16
ACE,199,Dev of Food and Ag Policy,5,6,3,4,3,1,0,0,0,0,0,0,0,F-15
ACE,199,Multimedia Videography Project,0,20,1,1,1,0,0,0,0,0,0,0,0,F-15
ACE,199,Farm Food & Env Policy,8,12,0,1,0,0,0,0,0,0,0,0,0,S-15
ACE,210,Environmental Economics,9,18,21,25,27,23,6,12,4,5,0,1,2,F-15
ACE,210,Environmental Economics,17,17,16,21,23,15,11,11,7,3,2,1,5,F-16
ACE,222,Agricultural Marketing,28,62,22,22,22,11,7,6,2,1,0,0,2,F-15
ACE,222,Agricultural Marketing,14,32,43,22,29,13,9,4,6,2,1,0,4,F-16
ACE,231,Food and Agribusiness Mgt,6,44,49,38,31,6,1,7,0,0,0,0,1,S-16
ACE,231,Food and Agribusiness Mgt,9,47,41,42,24,14,3,4,1,0,0,0,0,S-15
ACE,232,Management of Farm Enterprises,4,11,8,17,21,2,7,4,2,0,1,0,0,S-16
ACE,232,Management of Farm Enterprises,1,16,17,16,21,11,7,9,4,1,1,0,0,S-15
ACE,240,Personal Financial Planning,9,45,36,22,24,10,3,7,4,1,7,2,3,F-15
ACE,240,Personal Financial Planning,10,24,13,8,18,4,1,1,3,0,0,0,2,S-16
ACE,240,Personal Financial Planning,0,24,11,7,23,7,9,5,3,0,2,0,1,S-15
ACE,240,Personal Financial Planning,8,30,40,25,21,13,11,7,1,1,3,2,7,F-16
ACE,251,The World Food Economy,6,34,32,25,19,25,12,12,4,2,1,1,0,F-15
ACE,251,The World Food Economy,6,13,17,8,19,11,7,4,3,1,2,2,0,S-16
ACE,251,The World Food Economy,20,55,31,19,29,9,7,3,2,0,0,0,2,S-15
ACE,251,The World Food Economy,11,43,25,21,28,11,6,10,3,1,0,0,4,F-16
ACE,254,Economic Systems in Africa,3,7,5,2,6,1,5,5,1,2,1,0,4,S-16
ACE,254,Economic Systems in Africa,4,11,1,4,9,0,4,5,1,1,2,0,0,S-15
ACE,261,Applied Statistical Methods,0,6,10,8,12,14,6,6,1,3,2,0,1,F-15
ACE,261,Applied Statistical Methods,0,4,0,4,7,8,6,8,2,3,6,3,2,S-16
ACE,261,Applied Statistical Methods,0,4,2,3,10,5,2,4,3,4,8,0,11,S-15
ACE,261,Applied Statistical Methods,1,10,8,7,15,5,6,4,5,3,0,1,1,F-16
ACE,270,Consumer Economics,0,4,5,11,10,8,5,6,1,2,2,0,2,S-16
ACE,270,Consumer Economics,0,10,11,13,5,5,8,7,3,1,1,0,4,S-15
ACE,306,Food Law,2,9,11,4,11,1,1,0,0,0,0,0,1,F-15
ACE,306,Food Law,1,8,4,3,3,4,1,3,0,0,0,0,3,F-16
ACE,310,Natural Resource Economics,1,28,12,14,7,5,1,3,1,0,0,0,0,S-16
ACE,310,Natural Resource Economics,2,59,9,12,9,5,2,0,1,2,0,1,2,S-15
ACE,341,Issues in Agribus Mkts & Mgmt,13,8,2,1,1,2,0,0,0,0,0,0,0,F-15
ACE,341,Contemp Issues Financial Plng,0,19,2,1,0,0,0,0,0,0,0,0,0,F-15
ACE,341,Issues in AgAccy and FinAg,3,8,7,2,5,0,0,0,0,0,0,0,0,F-15
ACE,341,Issues in Agribus Mkts & Mgmt,25,4,3,0,2,0,0,1,0,0,0,0,1,F-16
ACE,341,Issues in Cons Econ & Finance,6,9,4,1,2,1,0,0,0,0,0,0,0,F-16
ACE,345,Finan Decision Indiv Sm Bus,0,51,30,24,9,6,3,0,1,1,0,0,0,F-15
ACE,345,Finan Decision Indiv Sm Bus,9,55,9,20,10,6,3,4,3,0,0,0,0,F-16
ACE,346,Tax Policy and Finan Planning,8,25,13,8,8,2,0,0,0,0,0,0,0,F-15
ACE,346,Tax Policy and Finan Planning,5,15,19,5,8,3,2,2,0,0,0,0,0,F-16
ACE,360,Spreadsheet Models & Applic,14,10,4,3,3,2,0,0,2,2,0,1,0,S-16
ACE,360,Spreadsheet Models & Applic,18,18,4,3,2,6,0,1,3,0,1,0,0,S-16
ACE,360,Spreadsheet Models & Applic,7,7,13,4,11,3,3,1,1,0,0,0,1,S-15
ACE,360,Spreadsheet Models & Applic,8,5,8,7,8,9,4,3,1,1,0,0,0,S-15
ACE,398,Estate Plng for Finan Planners,4,4,9,3,2,2,2,0,0,0,0,0,0,S-16
ACE,398,Food Marketing and Behavior,3,11,2,4,2,0,0,0,0,0,0,0,0,S-16
ACE,398,Food Marketing and Behavior,2,13,8,3,4,1,2,0,0,0,0,0,0,S-15
ACE,403,Agricultural Law,2,4,8,4,0,3,2,2,1,0,0,0,0,S-15
ACE,406,Environmental Law,6,14,9,2,11,3,5,6,1,1,3,2,0,S-16
ACE,406,Environmental Law,0,7,3,0,2,4,1,2,4,0,0,0,0,F-16
ACE,411,Environment and Development,11,6,9,6,5,3,1,3,0,0,0,1,0,F-15
ACE,411,Environment and Development,16,14,10,6,6,0,0,0,1,1,0,1,1,F-16
ACE,427,Commodity Price Analysis,0,8,8,15,15,6,1,3,0,0,0,0,0,F-15
ACE,427,Commodity Price Analysis,3,3,12,9,6,3,4,3,1,0,2,1,1,S-16
ACE,427,Commodity Price Analysis,5,6,11,10,9,6,7,3,5,0,2,1,0,S-15
ACE,427,Commodity Price Analysis,5,11,11,6,13,2,1,3,1,0,1,0,1,F-16
ACE,428,Commodity Futures and Options,5,13,23,13,14,8,4,8,1,3,1,0,2,F-15
ACE,428,Commodity Futures and Options,0,36,15,11,5,4,6,0,0,1,0,0,0,S-16
ACE,428,Commodity Futures and Options,14,21,16,17,13,7,5,3,1,1,1,2,1,S-15
ACE,428,Commodity Futures and Options,3,4,12,3,3,11,2,6,3,3,1,2,0,F-16
ACE,430,Food Marketing,0,2,5,6,11,14,10,3,3,0,2,0,0,S-16
ACE,430,Food Marketing,4,4,5,11,7,6,1,2,0,0,2,0,0,S-15
